text,polarite
"Au depart, n'ayant pas lu le synopsis, je pensais que c'etait un enieme teen movie avec des filles courtement vetues, des mecs avec 2 neurones, des fetes avec alcool à gogo etc... Et j ai pris une claque Ce film est excellent, l'humour est tres present, les musiques sont superbes (heureusement pour un film musical) et les acteurs/actrices jouent tres bien avec une brochettes de personnalités toutes differentes et attachantes. Ce film fait penser à une serie tres connue : GLEE Donc, si vous voulez passer un bon moment n'hesitez pas à regarder ce film. Ps : Les critiques de films (et quelque soit le film) insultantes et vulgaires on peut s en passer. Car lorsque je vois celle de DRAMAKING (visible dans les critiques 1 étoile) avec des ""Branlette de merde"", ""une connasse sur qui on a envie de cracher"", ""peuvent aller se faire mettre""...on se dit que ca n a rien a faire sur un site parlant de cinéma.",positif
"""Ace Ventura,détective chien et chats(1994)reste un sommet d'humour burlesque,déjanté et cartoonesque.Jim Carrey,qu'on croirait tout droit sorti d'un animé de tex Avery vampirise l'écran.Il en fait des caisses dans le rôle d'un privé animalier,qui doit retrouver le dauphin emblématique de l'équipe de foot américain des Miami Dolphins.Ses grimaces,sa gestuelle,son débit de parole incontrôlé et son corps élastique ont révolutionné la comédie des années 90.Le revers de la médaille étant qu'il est tellement incontrôlable,que d'une scène à l'autre,Carrey nous fait plier de rire,ou nous consterne.Le film de Tom Shadyac en lui-même est totalement bancal.Tout est fait pour nous montrer le numéro incroyable de Jim Carrey.Certains moments sont d'un humour incalculable:la scène en tutu mimée au ralenti et à l'envers(!!),la mission impossible qui n'a rien d'impossible,les fesses parlantes...Le film reste bien ancré dans son époque,et la farce n'a strictement aucun intérêt sorti du héros à la chemise hawaïenne et à la houpette gominée,ou peut-être pour la migonne Courteney Cox,alors débutante.Le final est grotesque.",négatif
"Délirant, fantastique, fantasmagorique... les adjectifs manquent pour décrire l'œuvre la plus originale de Michael Powell (et Emeric Pressburger). Car il s'agit là de leur film le plus innovant, depuis la scène d'introduction jusqu'au final quasi-eschatologique. Les décors oniriques du Paradis resteront dans toutes les mémoires, ainsi que le flegmatique David Niven défendant son droit à la vie jusqu'aux portes de Saint Pierre. Un monument surréaliste, une odyssée à travers les mondes visibles et invisibles, du moins sans la magie du Cinéma.",positif
"Soyons honnêtes : ""Calendrier meurtrier"" n'est pas de ces films qui marquent les mémoires ou qui brillent par leurs mise en scène d'une grande inventivité. Cela dit, et si l'on accepte cela d'emblée, l'oeuvre sait se faire plutôt agréable, sachant aussi bien se reposer sur une interprétation solide que sur une intrigue plutôt bien mené et efficace. De plus, on peut apprécier la manière dont Pat O'Connor réussit à nous offrir des personnages un peu plus originaux que d'habitude, certains se faisant même carrément truculents (mention spéciale à un Rod Steiger particulièrement en forme). Bref, rien de bien nouveau sous le soleil du polar, mais une assez bonne soirée en perspective, non dénué d'humour qui plus est : on s'en contentera.",négatif
"Nul. La mode des films américains : faire du rebondissement pour faire du rebondissement. Et ca ne marche pas ! Jamais on se dit ""waouh c'est un méchant en fait"". Et au final, on n'y comprend rien, l'histoire n'est pas crédible.",négatif
"Un poil moins réussi que ""Sérénade à trois"" ou que l'incontournable ""Le ciel peut attendre"", cet ""Ange"" est pourtant une démonstration de tout l'art de Lubitsch fait de légèreté, d'humour, de sentiments et de complexité. Lubitsch porte ici à son paroxysme l'art de ne pas vraiment raconter une histoire, mais de raconter les hommes et les femmes qui la font. Une pure merveille de finesse portée par l'immense Marlène Dietrich.",positif
"Des fois, un film est porté aux nues sans que l'on sache pourquoi, peut-être en l'occurrence parce qu'il est franco-danois, et que franco-danois ça change de Pixar et autres Dreamworks. J'ai quand même jeté un coup d'œil pour voir ce qui plaisait autant aux uns et aux autres, et je ne comprends pas. Alors peut-être suis-je un sale type sans scrupules, mais franchement, m'émouvoir devant un tel spectacle, désolé mais non ! Alors OK, il y a un petit charme artisanal et quelques jolies séquences, le dénouement sauvant in extremis l'entreprise de la cata complète, mais quand même ! Franchement, un enfant enlevé à ses parents par un animal auquel il finit par s'identifier pour ne finalement plus se sentir chez lui dans le monde des hommes lorsqu'il y reviendra, ça vous rappelle quelque chose ? Un certain Tarzan, peut-être ? Ba voilà, « L'Enfant qui voulait être un ours », c'est un « Tarzan » polaire, mais en (presque) nul. L'animation est terriblement pauvre, le récit affreusement répétitif et les personnages incroyablement têtes à claques (la palme revenant quand même au corbeau, sorte de Jar Jar Binks local), mais surtout, surtout, les dialogues sont d'une bêtise que j'osais à peine y croire. On les dirait écrits par des enfants de cinq ans souhaitant rester entre eux, et tant pis si les plus âgés qu'eux ne se reconnaissent pas dans ce spectacle effrayant de niaiserie, voire parfois de bêtise. Et si certains y ont vu une quête passionnante sur l'identité, je n'y ai vu qu'un conte bas du front sans la moindre ferveur ni réelle originalité : un bide étrangement transformé en triomphe : tant mieux pour lui...",négatif
"Je me suis précipiter pour aller voir la disparue de deauville car sophie est mon actrice préférée française.Le film était pas mal,beaucoup d'intrigue mais un peu dur à comprendre.La fin m'a plus.J'ai trouvé ce film moyen.",positif
"Un script qui avait du potentiel, en s'appuyant sur des faits plus ou mois réels. Le fait de tourner sur les lieux réels de Waverly Hills sont également un plus. Un jeu d'acteurs des plus mauvais et une réalisation ratée = un film médiocre. Dommage.",négatif
"dommage qu'on ne puisse pas noter 0 étoile, ce film est une bouze outre le fait qu'il est hyper mal joué et filmé, il manque complètement d'objectivité, à la différence de la haine, qui vaut quelque chose, c'est toujours les méchants policiers contre les pauvres voyous qui n'y peuvent rien de finir comme ça, habitant une cité, je trouve ça insultant",négatif
"Un des derniers films muets du cinéma français que cette oeuvre, comme il est dit dans le générique de début, plus inspirée qu'adaptée du roman d'Emile Zola. A partir de cette inspiration, Julien Duvivier donne lieu à quelques belles idées de mise en scène comme l'utilisation de la surimpression pour mieux faire ressentir le grouillement de la foule. Le ton se refuse au manichéisme en disant que le progrès est cruel mais inévitable. On peut toutefois regretter quelques scènes moralisatrices dans la seconde moitié un trop lourdes, même si le message final atténue cela, qui rendent le tout pas toujours convaincant en particulier pour ce qui est de l'attitude du personnage d'Octave Mouret. Nettement plus réussi tout de même que la calamiteuse version d'André Cayatte tournée pendant l'Occupation et juste un peu sauvé par l'immense talent de Michel Simon, ""Au Bonheur des dames"" de Julien Duvivier est tout de même loin d'être un grand film d'une période qui était déjà terminée.",négatif
J'ai vu ce très beau film hier soir. Il donne des clés pour comprendre cette île et ses habitants. C'est histoire à laquelle nous devons faire face.,positif
"Sincèrement, cette deuxième étoile me surprend et je ne saurais la justifier totalement. Car niveau « coolitude » basique et personnages stéréotypés, sans parler de dialogues assez bas du front, les motifs de moqueries sont nombreux. Peut-être justement parce que le film s'assume pas mal tel quel, n'hésitant pas à faire appel à un gros second degré qui tache pour compenser le manque affolant d'originalité de l'entreprise. Mais il y a peut-être autre chose : les quelques interventions assez stimulantes de Michael Keaton, cette manière ce « rompre » légèrement la linéarité du récit : ça ne casse pas des briques, mais permet à « Need for Speed » de s'offrir un semblant de personnalité au milieu de tout ce clinquant (notons toutefois une photographie assez propre, bien que légèrement artificiel). Enfin, les courses de voiture permettent de donner une dose d'adrénaline aux spectateurs qu'ils ne ressentent pas forcément dans des productions équivalentes (de nombreux « Fast & Furious », par exemple), d'autant que j'ai trouvé le dénouement plutôt efficace. Avec en bonus (même si on se demande un peu ce qu'elle fait là) la merveilleuse Imogen Poots, apportant un peu de personnalité à un univers restant (ne nous leurrons pas) assez banal et macho. Pas terrible, donc, très prévisible, mais pas atroce non plus. Au vu du peu d'attente que j'avais, j'aurais presque envie de m'en satisfaire. Presque.",négatif
"Film curieusement coproduit par la Suisse et les Pyrénées-Atlantiques. Il est sorti il y a une semaine dans quatre cinémas seulement en France, dont deux à Paris, et déjà, l’une de ces salles ne le programme plus qu’une fois par semaine. Dans l’autre salle, aujourd’hui, à la première séance de l’après-midi, j’étais le seul spectateur. Il faut dire que le film est complètement raté : Alex Ivul, descendant suisse d’émigrés russes, garçon de dix-sept ans, surpris dans un début d’inceste avec sa sœur aînée, est mis à la porte par son père. Il grimpe alors dans un arbre et refuse désormais de mettre un pied sur le sol. Dès lors, c’est ""le larron perché"" ! Plus tard, on le verra vivre dans une caravane qu’il a suspendue aux arbres de la forêt, alors que sa mère devient alcoolique, que son père tombe malade, et que sa sœur, partie vivre en Russie où elle s’est fiancée, est revenue pour s’occuper de la famille. Elle le rejoint dans sa caravane, l’inceste va se concrétiser, mais un familier du père allume un feu qui incendie la caravane. La sœur en réchappe, Alex refuse de sortir. Néanmoins, on le voit, plus tard, bien vivant, au sommet d’un château en ruines. Fin du film. Cet argument, qui est celui d’une fable particulièrement obscure, aurait du moins nécessité un traitement approprié, or il n’en est rien. La musique est saugrenue, le bruitage étrange, et les gros plans sur le visage du père malade abondent. Les deux génériques, incompréhensiblement liés à cette histoire, sont en noir et blanc, au format 1,37 alors que le film est au format 1,78 : ils sont donc étirés en largeur, puisque la post-production paresseuse a négligé de faire l’adaptation technique. Jean-Luc Bideau, égaré dans cette galère, devait avoir des arriérés d’impôts à payer.",négatif
